Cantidad,Nombre Producto,Related Venta,Related Detalle Schedule,Codigo,Presentacion,Nombre Producto (ref),Related Catalogo Producto,Catalogo Producto - Producto,Precio,Kilagramos,Importes,Catalogo Producto - Peso,Calibre,Detalle Json,producto,Venta - Nombre Cliente,Codigo.,Catalogo Producto - Descripcion,Impuesto,Malla,Related Detalle Venta,Detalle Venta records,Agregar Devoluccion,Devoluccion,Devoluccion Ckeck,Nombre Almacen,Fecha Venta,Venta - Tipo de Cliente,Tipo de Venta,Cantidad Cajas,Cantidad Kilogramos,Cantidad Pallets,Catalogo Producto - Cajas Pallet,Venta - Entregado Bodega,Detalle Salidas Venta records,Add Detalle Salidas Venta,Cantidad Pendiente,Existencia,Facturas/Ventas records,Add Facturas/Ventas,Salidas X Facturas,Devolucion,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
"1,010",,734,,,,,110,1RA PLASTICO 10 KG WALMART,$920,"10,100","$929,200",10,1RA,"{
""id"":""2047"",
""CodigoP"":""110"",
""unitPrice"":920,
""idVenta"":734,
""KG"":1010,
""Existencia"":0
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022575,AGUACATE HASS PRIMERA EN CAJA DE PLÁSTICO GENÉRICA 10 KG  (170/210 GR) ED,0,no,,2047,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2047&_fid_15=110&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,10-04-25 08:02 PM,Nacional,Cajas,"1,010","10,100",9.7115384615385,104,no,2047,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2047&z=cq5b2,,0,2047,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2047&z=cq5b2,"10,400",300,10-04-25 08:05 PM,26-04-25 10:57 AM,2047,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,735,,,,,90,EX GEN 19 KG WALMART 45 CJS,"$1,387","3,420","$249,660",19,EX,"{
""id"":""2048"",
""CodigoP"":""90"",
""unitPrice"":1387,
""idVenta"":735,
""KG"":180,
""Existencia"":3420
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,2048,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2048&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,,11-04-25 04:06 PM,Nacional,Cajas,180,"3,420",4,45,no,2048,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2048&z=cq5b2,,3420,2048,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2048&z=cq5b2,,,11-04-25 04:09 PM,11-04-25 04:09 PM,2048,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,735,,,,,89,1RA GEN 20 KG WALMART 45 CJS,"$1,460","3,600","$262,800",20,1RA,"{
""id"":""2049"",
""CodigoP"":""89"",
""unitPrice"":1460,
""idVenta"":735,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049G,AGUACATE HASS PRIMERA EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2049,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2049&_fid_15=89&_fid_34=1&dfid=11&z=cq5b2,,no,,11-04-25 04:06 PM,Nacional,Cajas,180,"3,600",4,45,no,2049,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2049&z=cq5b2,,3600,2049,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2049&z=cq5b2,,,11-04-25 04:09 PM,11-04-25 04:09 PM,2049,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
225,,735,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","4,500","$306,000",20,1RA B,"{
""id"":""2050"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":735,
""KG"":225,
""Existencia"":4500
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2050,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2050&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,11-04-25 04:06 PM,Nacional,Cajas,225,"4,500",5.625,40,no,2050,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2050&z=cq5b2,,4500,2050,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2050&z=cq5b2,,,11-04-25 04:10 PM,11-04-25 04:10 PM,2050,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
225,,735,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"4,500","$180,000",20,3RA B,"{
""id"":""2051"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":735,
""KG"":225,
""Existencia"":4500
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2051,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2051&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,11-04-25 04:06 PM,Nacional,Cajas,225,"4,500",5,45,no,2051,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2051&z=cq5b2,,4500,2051,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2051&z=cq5b2,,,11-04-25 04:11 PM,11-04-25 04:11 PM,2051,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
135,,735,,,,,502,EX SPCL GEN 19 KG 20/6 WALMART,"$1,420","2,565","$191,700",19,EX,"{
""id"":""2052"",
""CodigoP"":""502"",
""unitPrice"":1420,
""idVenta"":735,
""KG"":135,
""Existencia"":2565
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022650,AGUACATE HASS EXTRA SPECIAL EN MALLA 20/6 EN CAJA PLÁSTICO GENÉRICA 19 KG 230/260 GR,0,no,,2052,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2052&_fid_15=502&_fid_34=1&dfid=11&z=cq5b2,,no,,11-04-25 04:06 PM,Nacional,Cajas,135,"2,565",3,45,no,2052,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2052&z=cq5b2,,2565,2052,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2052&z=cq5b2,,,11-04-25 04:11 PM,11-04-25 04:11 PM,2052,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
135,,735,,,,,501,MD MKTS GEN 20 KG 25/6 WALMART 45 CJS,"$1,050","2,700","$141,750",20,MD,"{
""id"":""2053"",
""CodigoP"":""501"",
""unitPrice"":1050,
""idVenta"":735,
""KG"":135,
""Existencia"":2700
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022599,AGUACATE HASS MEDIANO MARKETSIDE EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 120/150 GR,0,no,,2053,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2053&_fid_15=501&_fid_34=1&dfid=11&z=cq5b2,,no,,11-04-25 04:06 PM,Nacional,Cajas,135,"2,700",3,45,no,2053,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2053&z=cq5b2,,2700,2053,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2053&z=cq5b2,,,11-04-25 04:12 PM,11-04-25 04:12 PM,2053,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,736,,,,,90,EX GEN 19 KG WALMART 45 CJS,"$1,387","1,710","$124,830",19,EX,"{
""id"":""2054"",
""CodigoP"":""90"",
""unitPrice"":1387,
""idVenta"":736,
""KG"":90,
""Existencia"":1710
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,2054,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2054&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,,12-04-25 12:09 PM,Nacional,Cajas,90,"1,710",2,45,no,2054,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2054&z=cq5b2,,1710,2054,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2054&z=cq5b2,,,12-04-25 12:10 PM,12-04-25 12:10 PM,2054,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,736,,,,,89,1RA GEN 20 KG WALMART 45 CJS,"$1,460","3,600","$262,800",20,1RA,"{
""id"":""2055"",
""CodigoP"":""89"",
""unitPrice"":1460,
""idVenta"":736,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049G,AGUACATE HASS PRIMERA EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2055,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2055&_fid_15=89&_fid_34=1&dfid=11&z=cq5b2,,no,,12-04-25 12:09 PM,Nacional,Cajas,180,"3,600",4,45,no,2055,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2055&z=cq5b2,,3600,2055,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2055&z=cq5b2,,,12-04-25 12:11 PM,12-04-25 12:12 PM,2055,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,736,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","3,600","$244,800",20,1RA B,"{
""id"":""2056"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":736,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2056,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2056&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,12-04-25 12:09 PM,Nacional,Cajas,180,"3,600",4.5,40,no,2056,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2056&z=cq5b2,,3600,2056,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2056&z=cq5b2,,,12-04-25 12:12 PM,12-04-25 12:12 PM,2056,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
630,,736,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"12,600","$504,000",20,3RA B,"{
""id"":""2057"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":736,
""KG"":630,
""Existencia"":12600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2057,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2057&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,12-04-25 12:09 PM,Nacional,Cajas,630,"12,600",14,45,no,2057,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2057&z=cq5b2,,"12,600",2057,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2057&z=cq5b2,,,12-04-25 12:13 PM,12-04-25 12:13 PM,2057,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
19,,737,,,,,111,EX PLASTICO 10 KG WALMART,"$1,030",190,"$19,570",10,EX,"{
""id"":""2058"",
""CodigoP"":""111"",
""unitPrice"":1030,
""idVenta"":737,
""KG"":19,
""Existencia"":0
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022582,AGUACATE HASS EXTRA EN CAJA DE PLÁSTICO GENÉRICA 10 KG  (230/260 GR) ED,0,no,,2058,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2058&_fid_15=111&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,12-04-25 01:29 PM,Nacional,Cajas,19,190,0.1826923076923,104,no,2058,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2058&z=cq5b2,,0,2058,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2058&z=cq5b2,190,,12-04-25 01:34 PM,12-04-25 01:34 PM,2058,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,094",,738,,,,,111,EX PLASTICO 10 KG WALMART,"$1,030","10,940","$1,126,820",10,EX,"{
""id"":""2059"",
""CodigoP"":""111"",
""unitPrice"":1030,
""idVenta"":738,
""KG"":1094,
""Existencia"":0
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022582,AGUACATE HASS EXTRA EN CAJA DE PLÁSTICO GENÉRICA 10 KG  (230/260 GR) ED,0,no,,2059,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2059&_fid_15=111&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,14-04-25 08:26 PM,Nacional,Cajas,"1,094","10,940",10.51923076923,104,no,2059,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2059&z=cq5b2,,0,2059,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2059&z=cq5b2,"10,940",,14-04-25 08:28 PM,14-04-25 08:28 PM,2059,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,739,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","1,800","$122,400",20,1RA B,"{
""id"":""2060"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":739,
""KG"":90,
""Existencia"":1800
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2060,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2060&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,15-04-25 03:59 PM,Nacional,Cajas,90,"1,800",2.25,40,no,2060,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2060&z=cq5b2,,1800,2060,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2060&z=cq5b2,,,15-04-25 04:01 PM,15-04-25 04:01 PM,2060,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,080",,739,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"21,600","$864,000",20,3RA B,"{
""id"":""2061"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":739,
""KG"":1080,
""Existencia"":21600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2061,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2061&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,15-04-25 03:59 PM,Nacional,Cajas,"1,080","21,600",24,45,no,2061,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2061&z=cq5b2,,"21,600",2061,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2061&z=cq5b2,,,15-04-25 04:11 PM,15-04-25 04:11 PM,2061,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,740,,,,,90,EX GEN 19 KG WALMART 45 CJS,"$1,387","1,710","$124,830",19,EX,"{
""id"":""2062"",
""CodigoP"":""90"",
""unitPrice"":1387,
""idVenta"":740,
""KG"":90,
""Existencia"":1710
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,2062,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2062&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 09:05 AM,Nacional,Cajas,90,"1,710",2,45,no,2062,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2062&z=cq5b2,,1710,2062,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2062&z=cq5b2,,,16-04-25 09:11 AM,16-04-25 09:11 AM,2062,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
